,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
9438,0,0,289,430,191,199,191,199,11,3,0,5,41,20,0.0,1,3,3,3,0,0,430,16,5,9438
9439,0,0,290,430,267,49,267,49,5,3,0,5,50,15,0.0,1,4,3,3,0,0,430,16,5,9439
9440,0,0,49,431,206,240,206,240,7,0,0,5,15,25,0.0,0,4,0,0,0,0,431,15,12,9440
9441,0,0,348,431,192,77,192,77,3,0,0,5,33,0,,0,3,0,0,0,0,431,15,12,9441
9442,0,0,155,431,239,95,239,95,3,0,0,5,28,1,0.0,0,0,0,1,0,0,431,15,12,9442
9443,0,0,12,431,7,309,7,309,3,0,0,5,0,5,1.0,0,0,2,1,0,0,431,15,12,9443
9444,2,2,80,431,1,4,1,4,1,0,0,5,44,4,0.0,0,4,1,2,0,0,431,15,12,9444
9445,8,0,51,431,166,355,166,355,2,0,0,5,10,27,1.0,0,0,0,1,0,0,431,15,12,9445
9446,2,2,418,431,1,4,1,4,5,0,0,5,2,4,0.0,0,4,1,2,0,0,431,15,12,9446
9447,18,0,84,431,164,274,164,274,5,0,0,5,25,5,1.0,0,1,0,1,0,0,431,15,12,9447
9448,0,0,193,431,17,255,17,255,8,0,0,5,44,3,0.0,0,2,0,0,0,0,431,15,12,9448
9449,0,0,124,431,211,360,211,360,8,0,0,5,41,13,1.0,0,1,0,1,0,0,431,15,12,9449
9450,0,0,240,431,181,317,181,317,7,1,0,5,16,1,0.0,0,0,0,1,0,0,431,15,12,9450
9451,5,2,316,431,1,4,1,4,7,1,0,5,46,4,1.0,0,4,1,2,0,0,431,15,12,9451
9452,0,0,498,431,245,197,245,197,3,1,0,5,18,15,1.0,1,2,3,3,0,0,431,15,12,9452
9453,0,0,4,431,157,348,157,348,4,1,0,5,11,25,0.0,0,1,0,0,0,0,431,15,12,9453
9454,0,0,178,431,50,278,50,278,1,1,0,5,44,12,1.0,0,3,0,0,0,0,431,15,12,9454
9455,0,0,107,431,79,199,79,199,1,1,0,5,6,9,0.0,0,0,0,0,0,0,431,15,12,9455
9456,0,0,385,431,198,93,198,93,11,1,0,5,9,22,0.0,1,3,3,3,0,0,431,15,12,9456
9457,0,0,487,431,63,361,63,361,11,1,0,5,20,18,,0,1,0,1,0,0,431,15,12,9457
9458,0,0,130,431,66,267,66,267,8,1,0,5,24,1,0.0,0,1,0,1,0,0,431,15,12,9458
9459,0,0,109,431,234,231,234,231,6,1,0,5,29,9,1.0,0,3,0,0,0,0,431,15,12,9459
9460,0,0,110,431,54,175,54,175,7,2,0,5,50,8,0.0,1,3,3,3,0,0,431,15,12,9460
9461,6,1,41,431,1,4,1,4,3,2,0,5,36,4,1.0,0,4,1,2,0,0,431,15,12,9461
9462,0,0,324,431,55,94,55,94,1,2,0,5,30,0,1.0,0,2,0,0,0,0,431,15,12,9462
9463,0,0,74,431,18,23,18,23,2,2,0,5,17,27,0.0,0,0,0,1,0,0,431,15,12,9463
9464,0,0,188,431,71,79,71,79,5,2,0,5,5,12,1.0,0,3,0,0,0,0,431,15,12,9464
9465,0,0,134,431,65,94,65,94,5,2,0,5,37,18,1.0,0,1,0,1,0,0,431,15,12,9465
9466,2,2,325,431,1,4,1,4,8,2,0,5,35,4,1.0,0,4,1,2,0,0,431,15,12,9466
9467,0,0,25,431,185,247,185,247,9,2,0,5,21,25,0.0,0,3,0,0,0,0,431,15,12,9467
9468,5,2,298,431,1,4,1,4,9,2,0,5,10,4,1.0,0,4,1,2,0,0,431,15,12,9468
9469,0,0,288,431,92,262,92,262,7,3,0,5,54,18,1.0,0,0,0,1,0,0,431,15,12,9469
9470,0,0,45,431,87,123,87,123,0,3,0,5,41,16,0.0,0,3,0,0,0,0,431,15,12,9470
9471,0,0,328,431,117,301,117,301,1,3,0,5,10,18,0.0,0,0,0,1,0,0,431,15,12,9471
9472,0,0,48,431,120,18,120,18,2,3,0,5,35,34,0.0,0,4,2,2,0,0,431,15,12,9472
9473,0,0,190,431,82,262,82,262,2,3,0,5,6,18,0.0,0,0,0,1,0,0,431,15,12,9473
9474,0,0,370,431,90,271,90,271,11,3,0,5,4,1,1.0,0,1,0,1,0,0,431,15,12,9474
9475,0,0,403,431,207,252,207,252,8,3,0,5,40,12,,0,3,0,0,0,0,431,15,12,9475
9476,0,0,502,431,196,30,196,30,8,3,0,5,4,15,0.0,1,2,3,3,0,0,431,15,12,9476
9477,0,0,416,431,54,69,54,69,6,3,0,5,37,2,0.0,0,4,0,0,0,0,431,15,12,9477
9478,0,0,30,432,243,235,243,235,7,0,0,5,36,12,0.0,0,0,0,0,0,0,432,6,4,9478
9479,6,1,381,432,1,4,1,4,0,0,0,5,36,4,1.0,0,4,1,2,0,0,432,6,4,9479
9480,0,0,155,432,34,170,34,170,4,0,0,5,52,0,,0,3,0,0,0,0,432,6,4,9480
9481,0,0,12,432,43,279,43,279,1,0,0,5,9,12,1.0,0,0,0,0,0,0,432,6,4,9481
9482,0,0,63,432,86,199,86,199,2,0,0,5,45,12,,0,3,0,0,0,0,432,6,4,9482
9483,0,0,368,432,198,308,198,308,5,0,0,5,20,12,,0,3,0,0,0,0,432,6,4,9483
9484,0,0,350,432,61,314,61,314,8,0,0,5,0,9,1.0,0,0,0,0,0,0,432,6,4,9484
9485,0,0,193,432,215,59,215,59,9,0,0,5,47,2,0.0,0,3,0,0,0,0,432,6,4,9485
9486,4,2,194,432,1,4,1,4,9,0,0,5,34,4,,0,4,1,2,0,0,432,6,4,9486
9487,0,0,533,432,62,341,62,341,10,1,0,5,8,0,,0,0,0,0,0,0,432,6,4,9487
9488,0,0,466,432,239,261,239,261,11,1,0,5,51,5,0.0,0,0,0,1,0,0,432,6,4,9488
9489,0,0,506,432,83,231,83,231,5,1,0,5,11,20,,1,3,3,3,0,0,432,6,4,9489
9490,0,0,402,432,0,317,0,317,6,1,0,5,1,18,1.0,0,0,0,1,0,0,432,6,4,9490
9491,0,0,251,432,25,144,25,144,9,1,0,5,46,25,1.0,0,3,0,0,0,0,432,6,4,9491
9492,0,0,487,432,230,311,230,311,7,2,0,5,47,5,1.0,0,1,0,1,0,0,432,6,4,9492
9493,0,0,218,432,34,309,34,309,7,2,0,5,7,5,1.0,0,0,2,1,0,0,432,6,4,9493
9494,0,0,144,432,88,358,88,358,0,2,0,5,49,9,0.0,0,0,0,0,0,0,432,6,4,9494
9495,0,0,37,432,1,277,1,277,0,2,0,5,41,1,1.0,0,1,0,1,0,0,432,6,4,9495
9496,0,0,267,432,38,122,38,122,3,2,0,5,28,20,1.0,1,3,3,3,0,0,432,6,4,9496
9497,0,0,40,432,191,257,191,257,1,2,0,5,9,3,1.0,0,4,0,0,0,0,432,6,4,9497
9498,0,0,363,432,202,6,202,6,1,2,0,5,50,3,1.0,0,4,0,0,0,0,432,6,4,9498
9499,0,0,364,432,57,59,57,59,2,2,0,5,22,9,1.0,0,3,0,0,0,0,432,6,4,9499
9500,0,0,365,432,166,313,166,313,5,2,0,5,3,1,0.0,0,0,0,1,0,0,432,6,4,9500
9501,11,1,242,432,1,4,1,4,5,2,0,5,24,4,,0,4,1,2,0,0,432,6,4,9501
9502,0,0,255,432,35,343,35,343,8,2,0,5,34,0,0.0,0,0,0,0,0,0,432,6,4,9502
9503,0,0,386,432,106,157,106,157,6,2,0,5,46,15,0.0,1,2,3,3,0,0,432,6,4,9503
9504,0,0,184,432,268,336,268,336,9,2,0,5,41,8,,1,4,3,3,0,0,432,6,4,9504
9505,18,0,209,432,198,46,198,46,1,3,0,5,52,0,1.0,0,4,0,0,0,0,432,6,4,9505
9506,0,0,340,432,140,161,140,161,2,3,0,5,49,16,0.0,0,3,0,0,0,0,432,6,4,9506
9507,0,0,98,432,0,30,0,30,10,3,0,5,28,16,0.0,0,1,0,0,0,0,432,6,4,9507
9508,2,2,75,432,1,4,1,4,10,3,0,5,36,4,,0,4,1,2,0,0,432,6,4,9508
9509,0,0,211,432,109,123,109,123,11,3,0,5,2,20,0.0,1,3,3,3,0,0,432,6,4,9509
9510,18,0,49,433,120,321,120,321,0,0,0,5,22,2,1.0,0,0,0,0,0,0,433,9,6,9510
9511,0,0,314,433,31,172,31,172,3,0,0,5,15,0,0.0,0,0,0,0,0,0,433,9,6,9511
9512,8,0,348,433,65,358,65,358,4,0,0,5,3,9,1.0,0,0,0,0,0,0,433,9,6,9512
9513,0,0,372,433,193,176,193,176,10,0,0,5,19,3,0.0,1,1,6,3,0,0,433,9,6,9513
9514,0,0,323,433,29,11,29,11,11,0,0,5,38,16,,0,2,0,0,0,0,433,9,6,9514
9515,0,0,418,433,188,93,188,93,11,0,0,5,37,25,,0,3,0,0,0,0,433,9,6,9515
9516,2,2,124,433,1,4,1,4,8,0,0,5,4,4,0.0,0,4,1,2,0,0,433,9,6,9516
9517,2,2,263,433,1,4,1,4,8,0,0,5,13,4,1.0,0,4,1,2,0,0,433,9,6,9517
9518,5,2,293,433,1,4,1,4,9,0,0,5,53,4,0.0,0,4,1,2,0,0,433,9,6,9518
9519,0,0,86,433,234,226,234,226,9,0,0,5,37,22,0.0,1,3,3,3,0,0,433,9,6,9519
9520,2,2,217,433,1,4,1,4,1,1,0,5,43,4,0.0,0,4,1,2,0,0,433,9,6,9520
9521,2,2,107,433,1,4,1,4,2,1,0,5,53,4,1.0,0,4,1,2,0,0,433,9,6,9521
9522,18,0,251,433,128,277,128,277,11,1,0,5,21,2,0.0,0,1,0,0,0,0,433,9,6,9522
9523,7,1,57,433,1,4,1,4,8,1,0,5,20,4,1.0,0,4,1,2,0,0,433,9,6,9523
9524,0,0,72,433,114,172,114,172,6,1,0,5,1,8,0.0,1,3,3,3,0,0,433,9,6,9524
9525,0,0,198,433,266,170,266,170,0,2,0,5,24,0,1.0,0,3,0,0,0,0,433,9,6,9525
9526,4,2,42,433,1,4,1,4,4,2,0,5,27,4,0.0,0,4,1,2,0,0,433,9,6,9526
9527,4,2,23,433,1,4,1,4,5,2,0,5,3,4,1.0,0,4,1,2,0,0,433,9,6,9527
9528,0,0,325,433,207,173,207,173,8,2,0,5,36,22,1.0,1,2,3,3,0,0,433,9,6,9528
9529,2,2,211,433,1,4,1,4,9,2,0,5,9,4,1.0,0,4,1,2,0,0,433,9,6,9529
9530,0,0,426,433,156,311,156,311,9,2,0,5,5,1,0.0,0,1,0,1,0,0,433,9,6,9530
9531,0,0,288,433,188,230,188,230,9,2,0,5,37,18,,0,4,2,1,0,0,433,9,6,9531
9532,0,0,172,433,201,30,201,30,2,3,0,5,15,22,0.0,1,2,3,3,0,0,433,9,6,9532
9533,0,0,461,433,183,156,183,156,10,3,0,5,21,22,1.0,1,2,3,3,0,0,433,9,6,9533
9534,0,0,359,433,62,322,62,322,6,3,0,5,21,2,0.0,0,0,0,0,0,0,433,9,6,9534
9535,0,0,483,433,135,355,135,355,6,3,0,5,48,22,1.0,1,3,3,3,0,0,433,9,6,9535
9536,0,0,503,433,156,367,156,367,9,3,0,5,10,25,0.0,0,1,0,0,0,0,433,9,6,9536
9537,1,1,417,433,1,4,1,4,11,4,0,5,51,4,1.0,0,4,1,2,0,0,433,9,6,9537
9538,3,0,491,433,103,88,103,88,5,4,0,5,5,27,,0,4,2,1,0,0,433,9,6,9538
9539,0,0,467,433,255,326,255,326,8,4,0,5,53,12,0.0,0,1,0,0,0,0,433,9,6,9539
9540,0,0,530,433,204,159,204,159,9,4,0,5,50,16,0.0,0,1,0,0,0,0,433,9,6,9540
9541,2,2,568,433,1,4,1,4,9,4,0,5,48,4,,0,4,1,2,0,0,433,9,6,9541
9542,0,0,49,434,214,118,214,118,7,0,0,5,34,16,1.0,0,3,0,0,0,0,434,28,19,9542
9543,0,0,381,434,204,0,204,0,3,0,0,5,59,2,0.0,0,0,0,0,0,0,434,28,19,9543
9544,0,0,12,434,29,312,29,312,4,0,0,5,41,20,1.0,1,2,3,3,0,0,434,28,19,9544
9545,0,0,3,434,90,366,90,366,2,0,0,5,50,12,1.0,0,1,0,0,0,0,434,28,19,9545
9546,0,0,202,434,261,45,261,45,11,0,0,5,14,16,0.0,0,0,0,0,0,0,434,28,19,9546
9547,0,0,81,434,192,214,192,214,5,0,0,5,18,22,1.0,1,2,3,3,0,0,434,28,19,9547
9548,0,0,66,434,29,320,29,320,5,0,0,5,56,8,,1,2,3,3,0,0,434,28,19,9548
9549,8,0,436,434,164,360,164,360,6,0,0,5,22,5,,0,1,0,1,0,0,434,28,19,9549
9550,18,0,194,434,138,285,138,285,6,0,0,5,4,9,1.0,0,3,0,0,0,0,434,28,19,9550
9551,4,2,308,434,1,4,1,4,6,0,0,5,10,4,1.0,0,4,1,2,0,0,434,28,19,9551
9552,0,0,292,434,1,238,1,238,9,0,0,5,35,10,,0,1,0,1,0,0,434,28,19,9552
9553,0,0,351,434,63,86,63,86,9,0,0,5,10,13,,0,0,2,1,0,0,434,28,19,9553
9554,0,0,281,434,249,277,249,277,4,1,0,5,11,16,1.0,0,1,0,0,0,0,434,28,19,9554
9555,0,0,141,434,214,200,214,200,1,1,0,5,56,22,0.0,1,2,3,3,0,0,434,28,19,9555
9556,8,0,498,434,225,45,225,45,2,1,0,5,35,0,0.0,0,0,0,0,0,0,434,28,19,9556
9557,0,0,524,434,283,255,283,255,11,1,0,5,11,21,1.0,1,2,3,3,0,0,434,28,19,9557
9558,0,0,87,434,59,313,59,313,5,1,0,5,46,2,0.0,0,0,0,0,0,0,434,28,19,9558
9559,0,0,405,434,189,140,189,140,8,1,0,5,20,8,0.0,1,4,3,3,0,0,434,28,19,9559
9560,0,0,385,434,103,8,103,8,6,1,0,5,39,27,,0,4,2,1,0,0,434,28,19,9560
9561,0,0,36,434,10,140,10,140,9,1,0,5,33,7,1.0,0,0,2,1,0,0,434,28,19,9561
9562,0,0,40,434,207,312,207,312,3,2,0,5,45,15,1.0,1,2,3,3,0,0,434,28,19,9562
9563,8,0,5,434,142,124,142,124,4,2,0,5,29,0,1.0,0,2,0,0,0,0,434,28,19,9563
9564,0,0,18,434,214,304,214,304,1,2,0,5,58,22,1.0,1,2,3,3,0,0,434,28,19,9564
9565,0,0,93,434,236,357,236,357,2,2,0,5,13,9,,0,4,0,0,0,0,434,28,19,9565
9566,0,0,473,434,55,205,55,205,10,2,0,5,49,8,0.0,1,3,3,3,0,0,434,28,19,9566
9567,8,0,354,434,63,157,63,157,1,3,0,5,0,9,0.0,0,1,0,0,0,0,434,28,19,9567
9568,0,0,115,434,219,245,219,245,2,3,0,5,3,22,0.0,1,2,3,3,0,0,434,28,19,9568
9569,4,2,233,434,1,4,1,4,2,3,0,5,50,4,1.0,0,4,1,2,0,0,434,28,19,9569
9570,0,0,257,434,207,45,207,45,10,3,0,5,7,3,,0,3,0,0,0,0,434,28,19,9570
9571,12,1,234,434,1,4,1,4,11,3,0,5,42,4,1.0,0,4,1,2,0,0,434,28,19,9571
9572,5,2,511,434,1,4,1,4,8,3,0,5,32,4,1.0,0,4,1,2,0,0,434,28,19,9572
9573,0,0,60,434,268,202,268,202,8,3,0,5,50,8,0.0,1,4,3,3,0,0,434,28,19,9573
9574,2,2,260,434,1,4,1,4,6,3,0,5,45,4,0.0,0,4,1,2,0,0,434,28,19,9574
9575,0,0,411,435,120,322,120,322,4,0,0,5,56,9,0.0,0,0,0,0,0,0,435,3,3,9575
9576,0,0,246,435,208,167,208,167,2,0,0,5,59,0,,0,0,0,0,0,0,435,3,3,9576
9577,0,0,33,435,31,134,31,134,10,0,0,5,52,0,0.0,0,0,0,0,0,0,435,3,3,9577
9578,3,0,392,435,218,228,218,228,7,1,0,5,22,11,1.0,0,4,2,2,0,0,435,3,3,9578
9579,5,2,315,435,1,4,1,4,7,1,0,5,29,4,1.0,0,4,1,2,0,0,435,3,3,9579
9580,0,0,279,435,108,83,108,83,0,1,0,5,26,25,1.0,0,4,0,0,0,0,435,3,3,9580
9581,0,0,141,435,1,159,1,159,4,1,0,5,14,16,0.0,0,1,0,0,0,0,435,3,3,9581
9582,0,0,533,435,194,49,194,49,1,1,0,5,2,2,1.0,0,2,0,0,0,0,435,3,3,9582
9583,0,0,373,435,128,180,128,180,2,1,0,5,3,25,,0,0,0,0,0,0,435,3,3,9583
9584,0,0,383,435,219,166,219,166,11,1,0,5,21,3,1.0,0,3,0,0,0,0,435,3,3,9584
9585,8,0,509,435,210,321,210,321,11,1,0,5,23,1,1.0,0,0,0,1,0,0,435,3,3,9585
9586,4,2,180,435,1,4,1,4,6,1,0,5,6,4,1.0,0,4,1,2,0,0,435,3,3,9586
9587,3,0,40,435,322,214,322,214,9,1,0,5,10,43,0.0,1,2,3,3,0,0,435,3,3,9587
9588,8,0,161,435,91,231,91,231,7,2,0,5,57,18,0.0,0,0,0,1,0,0,435,3,3,9588
9589,0,0,91,435,256,136,256,136,7,2,0,5,36,24,0.0,0,4,2,2,0,0,435,3,3,9589
9590,0,0,242,435,197,143,197,143,1,2,0,5,43,25,1.0,0,2,0,0,0,0,435,3,3,9590
9591,0,0,20,435,94,195,94,195,2,2,0,5,43,12,,0,1,0,0,0,0,435,3,3,9591
9592,2,2,183,435,1,4,1,4,2,2,0,5,49,4,0.0,0,4,1,2,0,0,435,3,3,9592
9593,7,1,200,435,1,4,1,4,6,2,0,5,3,4,1.0,0,4,1,2,0,0,435,3,3,9593
9594,0,0,114,435,102,123,102,123,9,2,0,5,4,8,0.0,1,3,3,3,0,0,435,3,3,9594
9595,4,2,115,435,1,4,1,4,0,3,0,5,56,4,,0,4,1,2,0,0,435,3,3,9595
9596,15,2,427,435,1,4,1,4,2,3,0,5,5,4,1.0,0,4,1,2,0,0,435,3,3,9596
9597,0,0,299,435,283,174,283,174,10,3,0,5,14,8,1.0,1,3,3,3,0,0,435,3,3,9597
9598,0,0,326,435,267,53,267,53,11,3,0,5,44,8,0.0,1,4,3,3,0,0,435,3,3,9598
9599,0,0,150,435,202,268,202,268,8,3,0,5,29,8,0.0,1,3,3,3,0,0,435,3,3,9599
9600,0,0,171,435,191,281,191,281,6,3,0,5,58,15,1.0,1,3,3,3,0,0,435,3,3,9600
9601,0,0,413,435,108,294,108,294,9,3,0,5,50,8,,1,3,3,3,0,0,435,3,3,9601
9602,0,0,371,436,259,344,259,344,7,0,0,5,4,15,,1,2,3,3,0,0,436,11,9,9602
9603,5,2,12,436,1,4,1,4,4,0,0,5,18,4,,0,4,1,2,0,0,436,11,9,9603
9604,0,0,2,436,232,177,232,177,1,0,0,5,21,11,0.0,0,4,2,2,0,0,436,11,9,9604
9605,0,0,79,436,55,23,55,23,1,0,0,5,58,2,1.0,0,3,0,0,0,0,436,11,9,9605
9606,0,0,201,436,206,93,206,93,2,0,0,5,38,20,0.0,1,3,3,3,0,0,436,11,9,9606
9607,5,2,382,436,1,4,1,4,2,0,0,5,39,4,,0,4,1,2,0,0,436,11,9,9607
9608,0,0,202,436,236,78,236,78,10,0,0,5,47,12,,0,3,0,0,0,0,436,11,9,9608
9609,7,1,123,436,1,4,1,4,5,0,0,5,24,4,1.0,0,4,1,2,0,0,436,11,9,9609
9610,2,2,193,436,1,4,1,4,8,0,0,5,31,4,0.0,0,4,1,2,0,0,436,11,9,9610
9611,2,2,279,436,1,4,1,4,7,1,0,5,14,4,0.0,0,4,1,2,0,0,436,11,9,9611
9612,0,0,337,436,187,25,187,25,3,1,0,5,12,25,,0,3,0,0,0,0,436,11,9,9612
9613,8,0,438,436,236,215,236,215,3,1,0,5,51,16,1.0,0,2,0,0,0,0,436,11,9,9613
9614,0,0,159,436,106,270,106,270,4,1,0,5,14,8,1.0,1,2,3,3,0,0,436,11,9,9614
9615,0,0,472,436,192,265,192,265,4,1,0,5,11,25,0.0,0,3,0,0,0,0,436,11,9,9615
9616,0,0,160,436,92,375,92,375,4,1,0,5,20,22,0.0,1,0,4,3,0,0,436,11,9,9616
9617,8,0,129,436,185,259,185,259,2,1,0,5,30,25,1.0,0,2,0,0,0,0,436,11,9,9617
9618,0,0,161,436,205,357,205,357,6,1,0,5,40,18,0.0,0,4,2,1,0,0,436,11,9,9618
9619,0,0,377,436,38,170,38,170,9,1,0,5,24,21,1.0,1,3,3,3,0,0,436,11,9,9619
9620,4,2,513,436,1,4,1,4,9,1,0,5,10,4,1.0,0,4,1,2,0,0,436,11,9,9620
9621,0,0,207,436,319,250,319,250,1,2,0,5,30,20,0.0,1,4,3,3,0,0,436,11,9,9621
9622,0,0,451,436,283,301,283,301,2,2,0,5,5,15,,1,3,3,3,0,0,436,11,9,9622
9623,0,0,235,436,195,77,195,77,0,3,0,5,5,15,0.0,1,3,3,3,0,0,436,11,9,9623
9624,0,0,61,437,135,186,135,186,4,0,0,5,43,23,1.0,0,4,0,0,0,0,437,27,0,9624
9625,0,0,237,437,249,275,249,275,2,0,0,5,28,27,1.0,0,4,2,1,0,0,437,27,0,9625
9626,3,0,225,437,252,188,252,188,8,0,0,5,4,17,1.0,0,4,2,1,0,0,437,27,0,9626
9627,0,0,203,437,196,285,196,285,9,0,0,5,58,22,1.0,1,3,3,3,0,0,437,27,0,9627
9628,0,0,196,437,223,181,223,181,3,1,0,5,45,8,0.0,1,2,3,3,0,0,437,27,0,9628
9629,7,1,437,437,1,4,1,4,4,1,0,5,30,4,,0,4,1,2,0,0,437,27,0,9629
9630,0,0,524,437,242,324,242,324,10,1,0,5,44,25,0.0,0,2,0,0,0,0,437,27,0,9630
9631,5,2,512,437,1,4,1,4,10,1,0,5,6,4,0.0,0,4,1,2,0,0,437,27,0,9631
9632,0,0,509,437,197,23,197,23,11,1,0,5,18,0,,0,3,0,0,0,0,437,27,0,9632
9633,4,2,251,437,1,4,1,4,5,1,0,5,53,4,1.0,0,4,1,2,0,0,437,27,0,9633
9634,0,0,89,437,240,148,240,148,6,1,0,5,54,14,0.0,0,4,2,2,0,0,437,27,0,9634
9635,0,0,38,437,251,341,251,341,6,1,0,5,39,15,0.0,1,3,3,3,0,0,437,27,0,9635
9636,0,0,5,437,192,175,192,175,9,1,0,5,10,22,0.0,1,3,3,3,0,0,437,27,0,9636
9637,0,0,93,437,92,246,92,246,0,2,0,5,19,10,0.0,0,0,0,1,0,0,437,27,0,9637
9638,0,0,243,437,260,245,260,245,3,2,0,5,34,15,1.0,1,2,3,3,0,0,437,27,0,9638
9639,4,2,312,437,1,4,1,4,1,2,0,5,53,4,1.0,0,4,1,2,0,0,437,27,0,9639
9640,0,0,448,437,98,281,98,281,2,2,0,5,42,8,1.0,1,3,3,3,0,0,437,27,0,9640
9641,0,0,43,437,183,373,183,373,10,2,0,5,2,23,0.0,1,3,3,3,0,0,437,27,0,9641
9642,2,2,353,437,1,4,1,4,5,2,0,5,10,4,0.0,0,4,1,2,0,0,437,27,0,9642
9643,6,1,387,437,1,4,1,4,8,2,0,5,20,4,1.0,0,4,1,2,0,0,437,27,0,9643
9644,0,0,168,437,50,99,50,99,6,2,0,5,5,15,1.0,1,2,3,3,0,0,437,27,0,9644
9645,0,0,59,437,136,116,136,116,7,3,0,5,52,5,1.0,0,1,0,1,0,0,437,27,0,9645
9646,0,0,321,437,203,320,203,320,7,3,0,5,37,9,1.0,0,1,0,0,0,0,437,27,0,9646
9647,0,0,441,437,198,167,198,167,0,3,0,5,39,8,,1,3,3,3,0,0,437,27,0,9647
9648,0,0,211,437,241,312,241,312,4,3,0,5,32,15,0.0,1,2,3,3,0,0,437,27,0,9648
9649,4,2,423,437,1,4,1,4,2,3,0,5,24,4,1.0,0,4,1,2,0,0,437,27,0,9649
9650,18,0,469,437,247,321,247,321,10,3,0,5,25,1,1.0,0,0,0,1,0,0,437,27,0,9650
9651,0,0,172,437,86,236,86,236,6,3,0,5,45,16,1.0,0,3,0,0,0,0,437,27,0,9651
9652,4,2,49,438,1,4,1,4,7,0,0,5,46,4,1.0,0,4,1,2,0,0,438,38,19,9652
9653,1,1,458,438,1,4,1,4,7,0,0,5,15,4,1.0,0,4,1,2,0,0,438,38,19,9653
9654,0,0,1,438,114,36,114,36,0,0,0,5,18,15,1.0,1,2,3,3,0,0,438,38,19,9654
9655,0,0,224,438,198,79,198,79,0,0,0,5,41,12,0.0,0,3,0,0,0,0,438,38,19,9655
9656,0,0,517,438,215,126,215,126,4,0,0,5,10,3,0.0,0,0,0,0,0,0,438,38,19,9656
9657,2,2,202,438,1,4,1,4,2,0,0,5,53,4,0.0,0,4,1,2,0,0,438,38,19,9657
9658,0,0,51,438,199,166,199,166,2,0,0,5,47,21,0.0,1,3,3,3,0,0,438,38,19,9658
9659,7,1,418,438,1,4,1,4,11,0,0,5,43,4,1.0,0,4,1,2,0,0,438,38,19,9659
9660,5,2,225,438,1,4,1,4,5,0,0,5,26,4,1.0,0,4,1,2,0,0,438,38,19,9660
9661,5,2,126,438,1,4,1,4,9,0,0,5,9,4,1.0,0,4,1,2,0,0,438,38,19,9661
9662,0,0,316,438,1,315,1,315,9,0,0,5,15,0,0.0,0,0,0,0,0,0,438,38,19,9662
9663,0,0,394,438,135,252,135,252,4,1,0,5,20,15,0.0,1,3,3,3,0,0,438,38,19,9663
9664,2,2,421,438,1,4,1,4,2,1,0,5,30,4,,0,4,1,2,0,0,438,38,19,9664
9665,4,2,439,438,1,4,1,4,11,1,0,5,35,4,1.0,0,4,1,2,0,0,438,38,19,9665
9666,8,0,363,438,166,93,166,93,5,1,0,5,5,9,1.0,0,0,0,0,0,0,438,38,19,9666
9667,0,0,364,438,274,252,274,252,8,1,0,5,27,8,,1,3,3,3,0,0,438,38,19,9667
9668,2,2,43,438,1,4,1,4,3,2,0,5,26,4,0.0,0,4,1,2,0,0,438,38,19,9668
9669,0,0,256,438,72,268,72,268,1,2,0,5,30,8,0.0,1,3,3,3,0,0,438,38,19,9669
9670,2,2,74,438,1,4,1,4,1,2,0,5,54,4,0.0,0,4,1,2,0,0,438,38,19,9670
9671,0,0,208,438,59,49,59,49,1,2,0,5,50,17,0.0,0,1,2,1,0,0,438,38,19,9671
9672,4,2,96,438,1,4,1,4,2,2,0,5,43,4,1.0,0,4,1,2,0,0,438,38,19,9672
9673,2,2,431,438,1,4,1,4,10,2,0,5,23,4,1.0,0,4,1,2,0,0,438,38,19,9673
9674,0,0,223,438,55,273,55,273,6,2,0,5,29,2,0.0,0,3,0,0,0,0,438,38,19,9674
9675,0,0,369,438,50,266,50,266,7,3,0,5,43,1,0.0,0,4,0,1,0,0,438,38,19,9675
9676,2,2,260,438,1,4,1,4,0,3,0,5,24,4,1.0,0,4,1,2,0,0,438,38,19,9676
9677,0,0,170,438,7,122,7,122,3,3,0,5,50,9,,0,3,0,0,0,0,438,38,19,9677
9678,0,0,235,438,78,190,78,190,4,3,0,5,36,2,,0,1,0,0,0,0,438,38,19,9678
9679,4,2,401,438,1,4,1,4,10,3,0,5,9,4,0.0,0,4,1,2,0,0,438,38,19,9679
9680,0,0,371,439,194,4,194,4,7,0,0,5,24,5,1.0,0,4,0,1,0,0,439,64,30,9680
9681,18,0,1,439,257,122,257,122,0,0,0,5,52,5,1.0,0,0,0,1,0,0,439,64,30,9681
9682,4,2,139,439,1,4,1,4,4,0,0,5,2,4,1.0,0,4,1,2,0,0,439,64,30,9682
9683,0,0,140,439,201,341,201,341,1,0,0,5,16,8,0.0,1,3,3,3,0,0,439,64,30,9683
9684,2,2,214,439,1,4,1,4,2,0,0,5,11,4,0.0,0,4,1,2,0,0,439,64,30,9684
9685,2,2,84,439,1,4,1,4,5,0,0,5,4,4,0.0,0,4,1,2,0,0,439,64,30,9685
9686,0,0,293,439,270,134,270,134,9,0,0,5,19,8,1.0,1,3,3,3,0,0,439,64,30,9686
